"PlayerId","Player","Team","Conference","Category","StatType","Stat"
"488842","Marcus Williams","Houston","Conference USA","receiving","LONG","8"
"379408","David Freeman","San José State","Western Athletic","rushing","YDS","72"
"480413","Nathan Scheelhaase","Illinois","Big Ten","rushing","TD","4"
"501133","Jimmy Gaines","Miami","ACC","interceptions","AVG","4.0"
"503526","Jackie Williams","UAB","Conference USA","kickReturns","YDS","227"
"531278","Tiger Powell","New Mexico State","Western Athletic","rushing","YDS","236"
"480872","A.J. Highsmith","Miami","ACC","interceptions","YDS","0"
"537104","Freedom Whitfield","Florida Atlantic","Sun Belt","interceptions","AVG","13.0"
"482980","Zico Pasut","East Carolina","Conference USA","receiving","LONG","12"
"536489","Broderick Jackson","Rice","Conference USA","rushing","CAR","1"
"536243","Tony Grimes","Hawai'i","Mountain West","puntReturns","AVG","5.0"
"530417","Quinshad Davis","North Carolina","ACC","receiving","REC","61"
"503705","Jude Adjei-Barimah","Bowling Green","Mid-American","puntReturns","TD","0"
"481942","Chaz Scales","Arkansas State","Sun Belt","interceptions","TD","0"
"501526","Lache Seastrunk","Baylor","Big 12","kickReturns","TD","0"
"481854","Jacob Karam","Memphis","Conference USA","receiving","TD","0"
"480173","Jonathan Amosa","Washington","Pac-12","receiving","TD","0"
"484063","Trey Watts","Tulsa","Conference USA","rushing","YPC","6.0"
"484493","C.J. Parsons","Boston College","ACC","receiving","YPR","4.9"
"535547","Eli Harold","Virginia","ACC","interceptions","TD","0"
"536549","Xay Williams","UTEP","Conference USA","kickReturns","TD","0"
"482912","Jeremy Wright","Louisville","Big East","rushing","YDS","824"
"499793","Greg Ducre","Washington","Pac-12","kickReturns","NO","1"
"483347","Billy Giovanetti","UCF","Conference USA","receiving","LONG","21"
"384472","Matthew Hurdle","Kent State","Mid-American","receiving","LONG","28"
"505233","Brelan Chancellor","North Texas","Sun Belt","puntReturns","AVG","2.0"
"536607","Lance Ray","East Carolina","Conference USA","kickReturns","AVG","22.3"
"514429","Marcus Jackson","Louisiana","Sun Belt","rushing","CAR","2"
"518696","Tommy Hibbard","North Carolina","ACC","rushing","TD","0"
"518031","Andrew Haldeman","Western Michigan","Mid-American","kicking","LONG","52"
"503177","Shane Ros","Houston","Conference USA","receiving","LONG","56"
"535990","Aaron Grubb","UT San Antonio","Western Athletic","kickReturns","AVG","18.8"
"480385","Onterio McCalebb","Auburn","SEC","rushing","CAR","94"
"501272","Randall Evans","Kansas State","Big 12","interceptions","YDS","0"
"382103","Cameron Saddler","Pittsburgh","Big East","receiving","REC","16"
"480255","Mike Gillislee","Florida","SEC","receiving","YPR","9.9"
"501535","Kenny Shaw","Florida State","ACC","receiving","REC","33"
"377792","Kale Pick","Kansas","Big 12","punting","NO","1"
"512742","Drew Goodger","Minnesota","Big Ten","receiving","YPR","8.8"
"482354","Antavian Edison","Purdue","Big Ten","rushing","LONG","8"
"480259","Josh Nunes","Stanford","Pac-12","rushing","YPC","2.7"
"501822","Jimmie Hunt","Missouri","SEC","receiving","TD","3"
"531238","Jaden Oberkrom","TCU","Big 12","kicking","PCT","0.733"
"503209","Mike Sadler","Michigan State","Big Ten","punting","TB","0"
"500364","Corvin Lamb","Louisville","Big East","rushing","LONG","16"
"381942","David Schwerman","Minnesota","Big Ten","punting","YPP","31.0"
"531711","Zach Miller","Troy","Sun Belt","kickReturns","AVG","16.7"
"514234","Derek Watt","Wisconsin","Big Ten","rushing","LONG","3"
"482745","Kyle Griswould","Middle Tennessee","Sun Belt","kickReturns","NO","6"
"536106","Jaylen Walton","Ole Miss","SEC","rushing","TD","1"
"536525","Xavier Maxwell","Houston","Conference USA","receiving","YDS","179"
"385331","John Goodman","Notre Dame","FBS Independents","receiving","TD","3"
"517352","Chris Gant","Hawai'i","Mountain West","receiving","TD","3"
"534529","Jai Steib","Memphis","Conference USA","receiving","LONG","21"
"511887","Kyle Christy","Florida","SEC","punting","In 20","0"
"515206","Corbin Berkstresser","Missouri","SEC","rushing","TD","3"
"505663","Jake Medlock","Florida International","Sun Belt","passing","PCT","0.578"
"514189","Brandon Cottom","Purdue","Big Ten","rushing","TD","2"
"385331","John Goodman","Notre Dame","FBS Independents","passing","PCT","0.000"
"503260","Demetrius Evans","Marshall","Conference USA","receiving","TD","2"
"481332","Ian Thompson","Louisiana","Sun Belt","receiving","REC","16"
"381857","Luke Matthews","Utah","Pac-12","receiving","REC","19"
"502089","Gage Shaeffer","Iowa State","Big 12","kickReturns","AVG","0.0"
"481128","Gee Gee Greene","Navy","FBS Independents","kickReturns","AVG","31.2"
"503009","Sidney Hodge","UNLV","Mountain West","interceptions","TD","0"
"514181","Devin Smith","Ohio State","Big Ten","puntReturns","AVG","3.8"
"512467","D.J. Hayden","Houston","Conference USA","puntReturns","LONG","11"
"504626","Dawalyn Harper","Toledo","Mid-American","kickReturns","NO","1"
"377859","Tress Way","Oklahoma","Big 12","punting","YDS","2340"
"530449","Rushel Shell","Pittsburgh","Big East","rushing","TD","4"
"512747","Marcus Jones","Minnesota","Big Ten","puntReturns","LONG","22"
"517215","Odell Beckham Jr.","LSU","SEC","receiving","YDS","713"
"505326","Jordan Williamson","Stanford","Pac-12","kicking","FGA","27"
"482209","David Quiroga","New Mexico State","Western Athletic","kickReturns","AVG","21.5"
"385154","D.J. Taylor","Troy","Sun Belt","receiving","LONG","22"
"512474","Daniel Spencer","Houston","Conference USA","rushing","LONG","5"
"502958","Rene Siluano","San Diego State","Mountain West","puntReturns","TD","0"
"481162","Walter Kazee","San Diego State","Mountain West","rushing","CAR","161"
"481895","Pete Kontodiakos","Colorado State","Mountain West","passing","TD","0"
"516013","Troy Gray","UCF","Conference USA","kickReturns","LONG","0"
"501535","Kenny Shaw","Florida State","ACC","receiving","YDS","532"
"538135","Dexter Blackmon","Arkansas State","Sun Belt","interceptions","AVG","0.0"
"381461","Jaron Brown","Clemson","ACC","rushing","CAR","1"
"513035","D'Angelo Roberts","Indiana","Big Ten","rushing","YPC","3.6"
"487707","Blake Annen","Cincinnati","Big East","receiving","REC","1"
"504744","Kenny Bassett","Oregon","Pac-12","rushing","YPC","2.5"
"481520","Jaleel Clark","Missouri","SEC","receiving","YDS","6"
"518464","John Lotulelei","UNLV","Mountain West","interceptions","TD","0"
"481808","Kenny Vaccaro","Texas","Big 12","interceptions","INT","2"
"514279","David Frazier","Miami (OH)","Mid-American","receiving","YPR","16.8"
"503322","Alex Butterworth","Penn State","Big Ten","passing","INT","0"
"382353","J.D. Woods","West Virginia","Big 12","receiving","YPR","10.4"
"503960","Quinton Dunbar","Florida","SEC","receiving","REC","36"
"485830","Jacarri Jackson","Louisiana Tech","Western Athletic","receiving","YPR","11.0"
"385210","Andy Cruse","Miami (OH)","Mid-American","puntReturns","TD","0"
"480449","Brad Rogers","Iowa","Big Ten","receiving","LONG","-1"
"502274","Levi Norwood","Baylor","Big 12","passing","COMPLETIONS","1"
"512099","Max DeLorenzo","Connecticut","Big East","rushing","LONG","20"
"480572","David Fisher","Kent State","Mid-American","passing","TD","1"
"512504","Lamarvin Ashley","Memphis","Conference USA","receiving","TD","0"
"515728","Ryan Wallace","Western Kentucky","Sun Belt","receiving","YDS","8"
"504952","Sterling Jackson","Hawai'i","Mountain West","receiving","YDS","3"
"381568","Tobais Palmer","NC State","ACC","receiving","REC","54"
"482791","La'Rod King","Kentucky","SEC","receiving","YPR","10.2"
"536106","Jaylen Walton","Ole Miss","SEC","rushing","LONG","16"
"516983","Marquan Major","Idaho","Western Athletic","receiving","TD","1"
"512470","Mark Roberts","Houston","Conference USA","kickReturns","AVG","11.0"
"383799","Carlos Lopez","Middle Tennessee","Sun Belt","kicking","PCT","0.810"
"481267","Tavarese Maye","Louisiana Monroe","Sun Belt","receiving","LONG","81"
"531505","Chip Thompson","East Carolina","Conference USA","interceptions","YDS","28"
"534865","Brett Bartolone","Washington State","Pac-12","rushing","YPC","-3.0"
"502065","Albert Gary","Iowa State","Big 12","rushing","TD","0"
"535614","Donta Abron","Colorado","Pac-12","kickReturns","AVG","19.0"
"519641","Cortney Davis","Louisiana Monroe","Sun Belt","kickReturns","YDS","748"
"512165","Merritt Hall","Georgia","SEC","rushing","YPC","5.0"
"503982","Jaylen Watkins","Florida","SEC","interceptions","AVG","14.7"
"483185","DeVonte Holloman","South Carolina","SEC","interceptions","AVG","8.3"
"503635","Evan Palelei","Navy","FBS Independents","kickReturns","LONG","17"
"534242","Wes Brown","Maryland","ACC","kickReturns","YDS","22"
"519451","Andy Erickson","Texas State","Western Athletic","puntReturns","NO","17"
"536170","Rishaad Wimbley","SMU","Conference USA","rushing","YPC","2.7"
"508913","Josh Kusan","Air Force","Mountain West","interceptions","INT","1"
"512198","Hunter Joyer","Florida","SEC","receiving","YDS","17"
"482280","Chris Campbell","Southern Mississippi","Conference USA","passing","YDS","322"
"500492","Ryan Lankford","Illinois","Big Ten","rushing","YPC","1.4"
"503878","Corey Smith","West Virginia","Big 12","punting","YPP","42.6"
"532076","Justin King","Tennessee","SEC","rushing","CAR","2"
"534328","Caleb Rowe","Maryland","ACC","passing","INT","3"
"480262","Jordan Reed","Florida","SEC","receiving","YDS","559"
"386277","Jaquon Robinson","Troy","Sun Belt","receiving","YDS","405"
"515796","Bradley Marquez","Texas Tech","Big 12","receiving","REC","16"
"513025","Cody Latimer","Indiana","Big Ten","receiving","REC","51"
"500496","Miles Osei","Illinois","Big Ten","rushing","CAR","12"
"501866","Joshua Mitchell","Nebraska","Big Ten","interceptions","INT","1"
"480801","Chris Omigie","Kansas","Big 12","receiving","YPR","15.0"
"512517","Bakari Hollier","Memphis","Conference USA","kickReturns","AVG","19.0"
"483442","Warren Norman","Vanderbilt","SEC","rushing","TD","1"
"491164","Craig McIntosh","Kentucky","SEC","kicking","FGA","12"
"380720","Aundre Dean","TCU","Big 12","receiving","YDS","7"
"514874","Tevin Newman","New Mexico","Mountain West","interceptions","TD","0"
"517470","Marlin Lane","Tennessee","SEC","receiving","YPR","7.9"
"382587","David Stevens","Syracuse","Big East","receiving","TD","0"
"482294","Tracy Lampley","Southern Mississippi","Conference USA","puntReturns","TD","0"
"517294","K.J. Morton","Baylor","Big 12","interceptions","AVG","27.0"
"531052","Kelvin York","Utah","Pac-12","receiving","YDS","6"
"485837","Matt Nelson","Louisiana Tech","Western Athletic","kicking","PTS","112"
"530398","Duke Johnson Jr.","Miami","ACC","passing","INT","0"
"503695","Keith Wenning","Ball State","Mid-American","rushing","YDS","105"
"481553","Ron Kellogg III","Nebraska","Big Ten","passing","PCT","0.444"
"512463","Danny Webster","East Carolina","Conference USA","receiving","TD","5"
"514496","Leon Mackey","Texas Tech","Big 12","receiving","YDS","3"
"381583","Terence Davis","Wake Forest","ACC","receiving","REC","43"
"535772","Vincent Hobbs","Colorado","Pac-12","rushing","CAR","1"
"518536","Jacob Baker","South Carolina","SEC","rushing","LONG","2"
"517214","Kenny Hilliard","LSU","SEC","receiving","LONG","10"
"500346","JJ James","UCLA","Pac-12","kickReturns","LONG","20"
"505063","Joe Hill","Utah State","Western Athletic","receiving","YPR","18.3"
"511947","Ernst Brun","Iowa State","Big 12","kickReturns","AVG","15.0"
"487571","Brandon Murie","Buffalo","Mid-American","kickReturns","AVG","18.4"
"504176","J.C. Copeland","LSU","SEC","rushing","CAR","21"
"503841","Jawan Jamison","Rutgers","Big East","passing","INT","0"
"480442","Jordan Cotton","Iowa","Big Ten","kickReturns","TD","1"
"534409","T.J. Yeldon","Alabama","SEC","receiving","REC","11"
"500419","Trevor Siemian","Northwestern","Big Ten","passing","PCT","0.587"
"504097","Steven Clark","Auburn","SEC","punting","YPP","39.8"
"483260","Malcolm Brown","Army","FBS Independents","passing","ATT","2"
"481990","Shamiel Gary","Oklahoma State","Big 12","interceptions","INT","2"
"503695","Keith Wenning","Ball State","Mid-American","receiving","TD","1"
"481185","Matt Warrick","Navy","FBS Independents","interceptions","AVG","4.0"
"500688","Nate Jeffery","UTEP","Conference USA","rushing","TD","7"
"500363","Preston Brown","Louisville","Big East","rushing","YPC","5.0"
"503642","J.J. Nelson","UAB","Conference USA","receiving","TD","4"
"535869","Macgarrett Kings Jr.","Michigan State","Big Ten","receiving","YDS","25"
"501127","Eduardo Clements","Miami","ACC","rushing","TD","2"
"381048","Tim Marlowe","Nebraska","Big Ten","puntReturns","TD","0"
"513004","Tyler Allen","Eastern Michigan","Mid-American","kickReturns","LONG","45"
"482133","Sean Evans","Northern Illinois","Mid-American","interceptions","INT","1"
"381445","Andre Ellington","Clemson","ACC","rushing","YPC","5.1"
"519816","Luke Seeker","SMU","Conference USA","rushing","LONG","12"
"518249","Andrew Buie","West Virginia","Big 12","receiving","LONG","42"
"505677","Mike Jean-Louis","Florida International","Sun Belt","receiving","YPR","6.5"
"536572","Raymond Jackson","Florida International","Sun Belt","receiving","TD","0"
"532648","Justin Collins","Western Michigan","Mid-American","receiving","LONG","34"
"517473","Floyd Raven","Texas A&M","SEC","interceptions","TD","0"
"515454","Reilly O'Toole","Illinois","Big Ten","rushing","YDS","46"
"521269","Mike Wegzyn","UMass","Mid-American","passing","YPA","5.3"
"504866","Brandon Doughty","Western Kentucky","Sun Belt","passing","COMPLETIONS","1"
"503736","Alex Zordich","Buffalo","Mid-American","rushing","LONG","36"
"481387","Wayne Times","Florida International","Sun Belt","passing","PCT","0.500"
"480667","Jim Noel","Boston College","ACC","interceptions","AVG","6.5"
"481547","Taylor Martinez","Nebraska","Big Ten","passing","ATT","368"
"508163","T.J. Glover","South Alabama","Sun Belt","puntReturns","NO","14"
"237158","Marcus Green","Mississippi State","SEC","receiving","YDS","215"
"504646","Bernard Reedy","Toledo","Mid-American","puntReturns","AVG","11.1"
"483275","Josh Jackson","Army","FBS Independents","puntReturns","NO","6"
"512474","Daniel Spencer","Houston","Conference USA","kickReturns","LONG","34"
"511626","John Wallace","Louisville","Big East","kicking","XPA","43"
"379935","Quinn Sharp","Oklahoma State","Big 12","punting","In 20","0"
"482722","Jelani Jenkins","Florida","SEC","interceptions","TD","0"
"531551","KeVonn Mabon","Ball State","Mid-American","receiving","TD","2"
"378126","Matt Scott","Arizona","Pac-12","punting","YPP","32.0"
"517427","Maxwell Smith","Kentucky","SEC","passing","YDS","975"
"483314","Stephen Barnett","Tulane","Conference USA","rushing","YPC","2.0"
"512791","Germi Morrison","New Mexico State","Western Athletic","receiving","TD","0"
"518254","Javares McRoy","Texas Tech","Big 12","receiving","YPR","3.0"
"517502","Mike Evans","Texas A&M","SEC","receiving","LONG","75"
"381412","Trey Barrow","Missouri","SEC","punting","LONG","69"
"514157","Conner Floyd","Tulsa","Conference USA","receiving","REC","2"
"504174","Brad Wing","LSU","SEC","passing","YDS","-2"
"384216","Will Fleming","Akron","Mid-American","receiving","YPR","4.0"
"531770","Anthony Alford","Southern Mississippi","Conference USA","passing","ATT","127"
"512648","Anthony Knight","Nevada","Mountain West","rushing","YPC","2.5"
"531262","Randall Goforth","UCLA","Pac-12","puntReturns","LONG","36"
"481296","Matthew Tucker","TCU","Big 12","receiving","YDS","69"
"503623","Marcus Thomas","Navy","FBS Independents","rushing","YDS","59"
"501138","Allen Hurns","Miami","ACC","receiving","REC","28"
"384227","Rhyne Ladrach","Akron","Mid-American","receiving","YDS","12"
"480981","Corey Robinson","Troy","Sun Belt","rushing","CAR","21"
"380633","Cornelius Douglas","Texas Tech","Big 12","interceptions","INT","2"
"501520","Justin Hunter","Tennessee","SEC","receiving","YPR","14.8"
"511943","Kelsey Young","Stanford","Pac-12","kickReturns","YDS","178"
"482099","Spencer Keith","Kent State","Mid-American","passing","ATT","333"
"483025","Orwin Smith","Georgia Tech","ACC","kickReturns","AVG","19.1"
"482908","Andrell Smith","Louisville","Big East","kickReturns","AVG","0.0"
"514279","David Frazier","Miami (OH)","Mid-American","receiving","LONG","53"
"535586","Steven Bench","Penn State","Big Ten","rushing","YDS","18"
"513334","Marqise Lee","USC","Pac-12","rushing","YDS","106"
"514456","Jonathan Fisher","Syracuse","Big East","punting","TB","0"
"512668","Jabari Carr","San José State","Western Athletic","receiving","YPR","10.3"
"501550","Keenan Allen","California","Pac-12","rushing","LONG","39"
"481341","Marcus Sullivan","UNLV","Mountain West","rushing","LONG","13"
"499808","Sean Parker","Washington","Pac-12","receiving","TD","0"
"512186","Damian Swann","Georgia","SEC","interceptions","YDS","61"
"480972","Travis Reynolds","Utah State","Western Athletic","receiving","TD","1"
"480211","Andre Debose","Florida","SEC","puntReturns","AVG","7.8"
"503041","Reggie Dunn","Utah","Pac-12","kickReturns","AVG","51.3"
"483442","Warren Norman","Vanderbilt","SEC","receiving","YPR","9.0"
"504595","Troy Hill","Ohio","Mid-American","receiving","LONG","41"
"503799","Tyson Gulley","Syracuse","Big East","receiving","TD","2"
"511552","Derrius Vick","Ohio","Mid-American","passing","ATT","30"
"481913","Derek Day","Penn State","Big Ten","receiving","LONG","17"
"519451","Andy Erickson","Texas State","Western Athletic","rushing","TD","0"
"480661","DaVaughn Thornton","Colorado","Pac-12","receiving","REC","7"
"377783","Curt Phillips","Wisconsin","Big Ten","passing","YPA","6.7"
"502450","Zed Mendenhall","BYU","FBS Independents","receiving","TD","0"
"501511","Laton Dowling","Kansas State","Big 12","kickReturns","TD","0"
"476109","Justin Blatchford","Nebraska","Big Ten","puntReturns","YDS","7"
"545218","Mike Davis","South Carolina","SEC","rushing","YDS","275"
"379895","Nick Florence","Baylor","Big 12","passing","YPA","9.3"
"511252","Jeremy Seaton","Oklahoma State","Big 12","receiving","YDS","19"
"383799","Carlos Lopez","Middle Tennessee","Sun Belt","kicking","PTS","87"
"514922","Conner Preston","SMU","Conference USA","passing","COMPLETIONS","5"
"517470","Marlin Lane","Tennessee","SEC","receiving","REC","29"
"481791","Marquise Goodwin","Texas","Big 12","kickReturns","YDS","327"
"382370","Evan Landi","South Florida","Big East","passing","PCT","1.000"
"538985","Mitch Anderson","Florida Atlantic","Sun Belt","kicking","LONG","53"
"501519","Storm Johnson","UCF","Conference USA","rushing","YDS","507"
"515478","Tyriq Patrick","Memphis","Conference USA","puntReturns","TD","0"
"538830","Colter Johnson","UMass","Mid-American","punting","TB","0"
"501673","Andre Williams","Boston College","ACC","rushing","YDS","584"
"505407","Justin Hardy","East Carolina","Conference USA","receiving","TD","11"
"482722","Jelani Jenkins","Florida","SEC","interceptions","YDS","14"
"535801","Tevin Coleman","Indiana","Big Ten","receiving","LONG","13"
"481228","T.O. Owens","Toledo","Mid-American","receiving","LONG","11"
"381219","James Skelton","Colorado State","Mountain West","rushing","CAR","3"
"515906","Phillip Ely","Alabama","SEC","passing","INT","0"
"517470","Marlin Lane","Tennessee","SEC","rushing","CAR","120"
"515512","Joe Sampson","BYU","FBS Independents","kickReturns","TD","0"
"487936","Jeremy Gray","SMU","Conference USA","interceptions","AVG","62.0"
"515133","Derek Akunne","North Texas","Sun Belt","interceptions","AVG","19.0"
"377712","Jake Wieclaw","Miami","ACC","kicking","XPA","42"
"482165","Matt Brown","Temple","Big East","kickReturns","TD","1"
"518682","Scott Day","Air Force","Mountain West","rushing","TD","0"
"489457","Ryan Boykin","Ohio","Mid-American","receiving","YDS","14"
"519985","Loranzo Hammonds Jr.","Florida International","Sun Belt","passing","YDS","20"
"381865","Sean Sellwood","Utah","Pac-12","punting","TB","0"
"483549","Noel Grigsby","San José State","Western Athletic","receiving","YPR","15.9"
"384890","Blaine Gautier","Louisiana","Sun Belt","passing","PCT","0.479"
"487288","Chris Williams","Troy","Sun Belt","receiving","YPR","15.9"
"534317","Perry Hills","Maryland","ACC","passing","ATT","169"
"514241","Angelo Sebastiano","Northern Illinois","Mid-American","receiving","REC","5"
"505231","Christopher Bynes","North Texas","Sun Belt","rushing","CAR","1"
"512866","Shaun Rutherford","Texas State","Western Athletic","punting","TB","0"
"383509","Lorenzo White","Central Michigan","Mid-American","interceptions","INT","1"
"481325","Jacob Maxwell","Louisiana","Sun Belt","rushing","YPC","18.0"
"505058","Kerwynn Williams","Utah State","Western Athletic","kickReturns","NO","1"
"501539","Solomon Patton","Florida","SEC","receiving","TD","0"
"513424","Devin Bass","Ohio","Mid-American","kickReturns","NO","6"
"517757","Nic Johnston","UT San Antonio","Western Athletic","puntReturns","TD","0"
"513034","Tre Roberson","Indiana","Big Ten","rushing","LONG","50"
"515368","Trenton Turrentine","Army","FBS Independents","rushing","YPC","6.1"
"508524","Antonio Andrews","Western Kentucky","Sun Belt","puntReturns","YDS","234"
"538985","Mitch Anderson","Florida Atlantic","Sun Belt","kicking","XPM","23"
"480520","Damien Thigpen","UCLA","Pac-12","rushing","LONG","41"
"538625","Nick Prolago","Kansas","Big 12","kicking","PTS","29"
"482947","Matt Schilz","Bowling Green","Mid-American","passing","YPA","6.3"
"507121","Jesse Della Valle","Penn State","Big Ten","kickReturns","TD","0"
"502053","Jared Barnett","Iowa State","Big 12","rushing","LONG","20"
"500833","Kevonte Martin-Manley","Iowa","Big Ten","receiving","REC","52"
"501046","Anthony Boone","Duke","ACC","passing","YPA","5.6"
"383760","Willie Carter","Tulsa","Conference USA","receiving","LONG","31"
"514634","Tyler Williams","Akron","Mid-American","rushing","TD","0"
"504155","Ronnie Shields","Kentucky","SEC","receiving","YDS","68"
"482674","Jeremy Shelley","Alabama","SEC","kicking","LONG","38"
"502332","Cody Kater","Central Michigan","Mid-American","rushing","TD","0"
"381703","Patrick Kurunwune","Duke","ACC","kickReturns","YDS","46"
"500846","Andrew Manley","New Mexico State","Western Athletic","rushing","LONG","9"
"482678","Cobi Hamilton","Arkansas","SEC","receiving","TD","5"
"483056","Kenric McNeal","Texas A&M","SEC","receiving","YPR","13.9"
"502877","Austin Gillmore","Colorado State","Mountain West","receiving","REC","2"
"502900","Justus Adams","New Mexico","Mountain West","kicking","XPA","40"
"383532","Blake Hammond","Western Michigan","Mid-American","receiving","LONG","55"
"504284","Nick Jones","South Carolina","SEC","receiving","TD","0"
"483069","Ryan Swope","Texas A&M","SEC","receiving","YPR","12.7"
"482040","Tim Phillips","Central Michigan","Mid-American","rushing","LONG","6"
"503934","Aaron Johnson","Houston","Conference USA","kickReturns","YDS","9"
"501817","Tyler Gabbert","UCF","Conference USA","passing","INT","0"
"377759","Tevin Washington","Georgia Tech","ACC","rushing","CAR","177"
"501665","Chase Rettig","Boston College","ACC","rushing","YDS","-169"
"377977","George Winn","Cincinnati","Big East","rushing","YPC","5.5"
"380352","Chance Blackmon","Houston","Conference USA","receiving","YPR","9.0"
"500598","Brian Williams","Indiana","Big Ten","interceptions","YDS","4"
"518139","Dustin Garrison","West Virginia","Big 12","receiving","YPR","4.8"
"499798","Michael Hartvigson","Washington","Pac-12","receiving","TD","0"
"501519","Storm Johnson","UCF","Conference USA","rushing","YPC","4.5"
"505666","Kedrick Rhodes","Florida International","Sun Belt","receiving","REC","19"
"512423","DeAnthony Arnett","Michigan State","Big Ten","rushing","LONG","4"
"513615","Tony Daniel","Buffalo","Mid-American","passing","YPA","5.0"
"530671","Dami Ayoola","Illinois","Big Ten","rushing","YPC","4.5"
"531276","Andrew McDonald","New Mexico State","Western Athletic","passing","YDS","3"
"503173","David Piland","Houston","Conference USA","punting","TB","0"
"381774","Sam McGuffie","Rice","Conference USA","receiving","REC","54"
"483461","Joe Southwick","Boise State","Mountain West","punting","LONG","38"
"503233","Donnell Kirkwood","Minnesota","Big Ten","receiving","YPR","3.3"
"504562","Nick Harwell","Miami (OH)","Mid-American","receiving","TD","8"
"501549","Trovon Reed","Auburn","SEC","receiving","YPR","13.6"
"514158","Keyarris Garrett","Tulsa","Conference USA","receiving","TD","9"
"504705","Kyle Middlebrooks","Arizona State","Pac-12","receiving","YDS","6"
"519570","Scott Harding","Hawai'i","Mountain West","punting","TB","0"
"500234","Robert Woods","USC","Pac-12","rushing","YDS","76"
"516977","Todd Handley","Idaho","Western Athletic","receiving","YPR","4.9"
"484037","Derek Slaughter","UAB","Conference USA","interceptions","TD","0"
"535265","Chris Harper","California","Pac-12","receiving","LONG","36"
"385175","Matt Weller","Ohio","Mid-American","rushing","YDS","-22"
"480357","J.J. Holliday","Arizona State","Pac-12","receiving","TD","0"
"481598","LoVante' Battle","Virginia","ACC","kickReturns","NO","1"
"383858","Brendan Kelly","UCF","Conference USA","receiving","REC","2"
"517353","Will Gregory","Hawai'i","Mountain West","receiving","TD","0"
"384879","Jacob Younger","Florida International","Sun Belt","receiving","REC","25"
"534423","Jeremy Hill","LSU","SEC","rushing","TD","12"
"514136","Rashad Greene Sr.","Florida State","ACC","rushing","CAR","4"
"511603","Tommylee Lewis","Northern Illinois","Mid-American","rushing","CAR","19"
"535917","Matt Jones","Florida","SEC","receiving","LONG","6"
"537311","Kyle Federico","Rutgers","Big East","kicking","XPA","13"
"500551","A.J. Marshall","Wake Forest","ACC","interceptions","INT","2"
"535869","Macgarrett Kings Jr.","Michigan State","Big Ten","rushing","CAR","1"
"514228","Drew Meyer","Wisconsin","Big Ten","punting","YDS","3323"
"511984","Steven Manfro","UCLA","Pac-12","puntReturns","YDS","132"
"500597","Kofi Hughes","Indiana","Big Ten","kickReturns","LONG","23"
"514205","Akeem Shavers","Purdue","Big Ten","rushing","CAR","181"
"503262","Justin Haig","Marshall","Conference USA","kicking","LONG","45"
"513403","Kenneth Harper","Temple","Big East","receiving","TD","1"
"505646","Rupert Bryan Jr.","Florida International","Sun Belt","rushing","YPC","5.0"
"502389","Drew Carswell","Pittsburgh","Big East","receiving","TD","2"
"480384","Philip Lutzenkirchen","Auburn","SEC","receiving","YDS","139"
"503059","Westlee Tonga","Utah","Pac-12","receiving","YDS","39"
"513403","Kenneth Harper","Temple","Big East","receiving","REC","13"
"381823","Collin Klein","Kansas State","Big 12","passing","TD","16"
"517610","DaVaris Daniels","Notre Dame","FBS Independents","receiving","TD","0"
"484058","Alex Singleton","Tulsa","Conference USA","rushing","TD","24"
"515510","Cody Raymond","BYU","FBS Independents","puntReturns","LONG","-2"
"511297","Tony Creecy","NC State","ACC","rushing","LONG","43"
"515488","Parker Herrington","Air Force","Mountain West","kicking","PCT","0.444"
"487856","M.J. McPeek","Colorado State","Mountain West","rushing","TD","0"
"517387","Nick Waisome","Florida State","ACC","interceptions","YDS","19"
"501519","Storm Johnson","UCF","Conference USA","receiving","REC","10"
"382983","Michael Harris","Fresno State","Mountain West","receiving","TD","0"
"514144","Calvin Jones","UAB","Conference USA","puntReturns","TD","0"
"518390","Damon Bullock","Iowa","Big Ten","receiving","TD","0"
"536486","Brandon Hamilton","Rice","Conference USA","rushing","YDS","106"
"531770","Anthony Alford","Southern Mississippi","Conference USA","passing","INT","4"
"384973","Cody Wells","Louisiana Monroe","Sun Belt","passing","YPA","6.8"
"484784","Cameron Deen","Middle Tennessee","Sun Belt","passing","ATT","1"
"481895","Pete Kontodiakos","Colorado State","Mountain West","passing","INT","0"
"483265","Nate Combs","Army","FBS Independents","interceptions","INT","1"
"480173","Jonathan Amosa","Washington","Pac-12","receiving","YDS","19"
"514744","Andre Davis","South Florida","Big East","passing","PCT","0.000"
"515818","Damiere Byrd","South Carolina","SEC","kickReturns","LONG","14"
"487982","Tavon Austin","West Virginia","Big 12","rushing","LONG","74"
"480221","Tajh Boyd","Clemson","ACC","passing","INT","13"
"535833","Greg Garmon","Iowa","Big Ten","rushing","LONG","12"
"501553","Christian Green","Florida State","ACC","receiving","YDS","33"
"517569","Dallas Crawford","Miami","ACC","interceptions","AVG","9.0"
"501949","Connor Wood","Colorado","Pac-12","passing","YPA","6.3"
"517126","Jason Verrett","TCU","Big 12","interceptions","INT","6"
"377934","Jeremy Hills","Texas","Big 12","rushing","YDS","33"
"516352","Devon Cajuste","Stanford","Pac-12","receiving","YDS","7"
"488074","A.J. Bouye","UCF","Conference USA","interceptions","YDS","111"
"532092","Cordarrelle Patterson","Tennessee","SEC","passing","INT","0"
